Label,Combination,Dry,Normal,Oily,Sensitive,Name_Group_Num,Brand_Group_Num,Name,Brand,Price_Category,Rank_Num
Moisturizer,1,1,1,0,1,2,2,Superberry Hydrate + Glow Oil,YOUTH TO THE PEOPLE,1,5
Moisturizer,0,0,0,0,0,2,2,Hydro-Dynamic® Ultimate Moisture,MURAD,2,5
Moisturizer,1,1,1,1,1,2,2,Miracle Water 3-in-1 Micellar Cleanser,IT COSMETICS,1,5
Moisturizer,1,1,1,1,1,2,2,Drink of H2O Hydrating Boost Moisturizer Rainforest of the Sea™,TARTE,1,5
Moisturizer,1,1,1,1,1,2,2,Photo Finish Primer Water,SMASHBOX,1,5
Moisturizer,1,1,1,1,1,2,2,Ultra Repair Hydra-Firm Sleeping Cream,FIRST AID BEAUTY,1,5
Moisturizer,1,1,1,1,1,2,2,Retinol Youth Renewal Night Cream,MURAD,2,5
Moisturizer,0,0,0,0,0,2,2,Nutritious Vitality8™ Radiant Moisture Creme,ESTÉE LAUDER,2,4
Moisturizer,1,1,1,1,1,2,2,The Essence Plumping Skin Softener,TATCHA,2,5
Moisturizer,1,1,1,1,1,2,2,Midnight Secret Late Night Recovery Treatment,GUERLAIN,1,5
Moisturizer,1,1,1,1,1,2,2,Squalane + Probiotic Gel Moisturizer,BIOSSANCE,2,5
Moisturizer,0,0,0,0,0,2,2,Capture Dreamskin Fresh & Perfect Cushion Broad Spectrum SPF 50,DIOR,2,5
Moisturizer,1,1,1,1,0,2,2,Photo Finish Primerizer,SMASHBOX,1,5
Moisturizer,1,1,1,1,1,2,2,A Perfect World™ SPF 40 Age-Defense Moisturizer with White Tea,ORIGINS,1,4
Moisturizer,1,1,1,1,1,2,2,Noni Glow Face Oil,KORA ORGANICS,2,5
Moisturizer,1,0,1,1,1,2,2,Water Bank Hydrating Gel,LANEIGE,1,5
Moisturizer,1,1,1,1,1,2,2,GenOptics Spot Essence Serum,SK-II,5,5
Moisturizer,1,1,1,1,1,2,2,Ferulic + Retinol Anti-Aging Moisturizer,DR. DENNIS GROSS SKINCARE,2,5
Moisturizer,1,1,1,1,1,2,2,Evercalm™ Overnight Recovery Balm,REN CLEAN SKINCARE,1,5
Moisturizer,1,0,0,1,0,2,2,Oil-Control Mattifier SPF 15 PA++,MURAD,1,5
Moisturizer,1,0,0,1,0,2,2,Counter Balance™ Oil Control Hydrator,OLEHENRIKSEN,1,5
Moisturizer,1,1,1,1,1,2,2,Capture Totale Dreamskin Advanced,DIOR,3,5
Moisturizer,1,0,1,0,0,2,2,Ultra Facial Oil-Free Gel-Cream,KIEHL'S SINCE 1851,1,5
Moisturizer,1,1,1,1,1,2,2,Ultra Repair® Hydrating Serum,FIRST AID BEAUTY,1,5
Moisturizer,1,1,1,1,0,2,2,Dr. Andrew Weil For Origins™ Mega-Bright SPF 30 Skin Tone Correcting Oil-Free Moisturizer,ORIGINS,2,5
Moisturizer,1,1,1,1,1,2,2,100% Squalane Oil,BIOSSANCE,2,5
Moisturizer,1,1,1,1,1,2,2,Ultra Repair Face Moisturizer,FIRST AID BEAUTY,1,5
Moisturizer,1,0,1,1,0,2,2,Skin Perfecting Lotion - Blemish Prone/Oily Skin,MURAD,1,5
Moisturizer,1,1,1,1,0,2,2,Abeille Royale Youth Watery Oil,GUERLAIN,1,5
Moisturizer,0,1,1,0,0,2,2,Black Tea Age-Delay Cream,FRESH,2,5
Moisturizer,1,1,1,0,1,2,2,Plantscription™ SPF 25 Power Anti-Aging Cream,ORIGINS,2,5
Moisturizer,1,1,1,1,1,2,2,The Moisturizing Soft Lotion,LA MER,6,4
Moisturizer,1,0,0,1,0,2,2,Acne Solutions BB Cream Broad Spectrum SPF 40,CLINIQUE,1,5
Moisturizer,0,0,0,0,0,2,2,Benefiance WrinkleResist24 Night Emulsion,SHISEIDO,2,5
Moisturizer,1,1,1,1,1,2,2,Resveratrol Lift Night Infusion Cream,CAUDALIE,2,5
Moisturizer,0,0,0,0,0,2,2,ABSOLUE PREMIUM ßx – Absolute Replenishing Cream SPF 15 Sunscreen,LANCÔME,4,5
Moisturizer,1,1,1,1,1,2,2,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,MURAD,2,4
Moisturizer,0,0,0,0,0,2,2,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,CLINIQUE,1,4
Moisturizer,1,1,1,1,1,2,2,Coconut Melt,KOPARI,1,5
Moisturizer,1,1,1,1,1,2,2,Future Solution LX Total Regenerating Cream,SHISEIDO,6,4
Moisturizer,1,0,1,1,0,2,2,Multi-Active Night Cream - Normal to Combination Skin,CLARINS,2,5
Moisturizer,0,0,0,0,0,2,2,Volcanic Elixir Polynesian Beauty Oil,FARSÁLI,1,5
Moisturizer,0,0,0,0,0,2,2,Maracuja Oil,TARTE,1,5
Moisturizer,0,0,0,0,0,2,2,Ibuki Refining Moisturizer,SHISEIDO,1,5
Moisturizer,1,1,1,1,0,2,2,Ibuki Refining Moisturizer Enriched,SHISEIDO,1,5
Moisturizer,1,1,1,1,1,2,2,The Renewal Oil Mini,LA MER,3,4
Moisturizer,0,0,0,0,0,2,2,Tech Neck Prevention Kit,NURSE JAMIE,2,5
Moisturizer,1,1,1,1,1,2,2,The Method: Nourish,LANCER,3,5
Moisturizer,0,0,0,0,0,2,2,BIENFAIT MULTI-VITAL NIGHT - High Potency Night Moisturizing Cream VITA-NUTRI 8™,LANCÔME,2,5
Moisturizer,1,1,1,1,1,2,2,Gold Camellia Beauty Oil,TATCHA,2,5
Moisturizer,1,1,1,1,1,2,2,Ferulic + Retinol Wrinkle Recovery Overnight Serum,DR. DENNIS GROSS SKINCARE,2,5
Moisturizer,1,1,1,1,1,2,2,Camera Ready CC Cream Broad Spectrum SPF 30 Dark Spot Correcting,SMASHBOX,1,4
Moisturizer,0,0,0,0,0,2,2,Immortelle Divine Cream,L'OCCITANE,3,4
Moisturizer,0,0,0,0,0,2,2,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,ESTÉE LAUDER,2,5
Moisturizer,1,0,1,1,0,2,2,Oil Free Moisturizer,KATE SOMERVILLE,2,5
Moisturizer,1,1,1,1,1,2,2,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,SUPERGOOP!,1,5
Moisturizer,0,0,0,0,0,2,2,Overnight Restorative Cream,ALGENIST,2,5
Moisturizer,1,1,1,1,0,2,2,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,ORIGINS,1,4
Moisturizer,1,1,1,1,1,2,2,Premier Cru Cream,CAUDALIE,3,5
Moisturizer,1,1,1,0,1,2,2,Resveratrol Lift Face Lifting Soft Cream,CAUDALIE,2,4
Moisturizer,1,1,1,1,0,2,2,White Lucent MultiBright Night Cream,SHISEIDO,2,5
Moisturizer,0,1,1,0,1,2,2,C+ Collagen Deep Cream,DR. DENNIS GROSS SKINCARE,2,5
Moisturizer,1,1,1,1,1,2,2,Wild Rose Vitamin C Active Brightening Oil,KORRES,2,5
Moisturizer,1,0,0,1,0,2,2,Limited Edition Dramatically Different™ Moisturizing Gel,CLINIQUE,1,5
Moisturizer,1,1,1,1,1,2,2,Waterfall Glacier Water Cream,SATURDAY SKIN,1,5
Moisturizer,0,0,0,0,0,2,2,Bio-Performance Glow Revival Cream,SHISEIDO,3,5
Moisturizer,0,0,0,0,0,2,2,Sleeping Mask,SEPHORA COLLECTION,1,5
Moisturizer,0,0,0,0,0,2,2,Hungarian Water Essence,BELIF,1,5
Moisturizer,1,1,0,1,1,2,2,100 percent Pure Argan Oil Light,JOSIE MARAN,1,5
Moisturizer,1,1,1,1,1,3,3,Cooling Water,MILK MAKEUP,1,4
Moisturizer,0,0,0,0,0,3,3,"Resilience Lift Firming/Sculpting Face and Neck Creme Broad Spectrum SPF 15, Normal/Combination Skin",ESTÉE LAUDER,3,5
Moisturizer,1,1,1,1,0,3,3,Resilience Lift Night Lifting/Firming Face and Neck Creme,ESTÉE LAUDER,2,5
Moisturizer,1,1,1,1,1,3,3,Truth Revealed™ Brightening Broad Spectrum SPF 15 Moisturizer,OLEHENRIKSEN,2,5
Moisturizer,0,0,0,0,0,3,3,Capture Totale Multi-Perfection Creme,DIOR,4,5
Moisturizer,1,1,1,1,1,3,3,Moisture Surge Hydrating Supercharged Concentrate,CLINIQUE,1,4
Moisturizer,1,1,1,1,1,3,3,Miraculous Anti-wrinkle Miracle Worker,PHILOSOPHY,2,5
Moisturizer,1,1,1,1,1,3,3,Ultra Facial Overnight Hydrating Mask,KIEHL'S SINCE 1851,1,5
Moisturizer,1,1,1,1,1,3,3,Cellumination Cream EX,SK-II,4,5
Moisturizer,0,0,0,0,0,3,3,BIENFAIT MULTI-VITAL - SPF 30 CREAM - High Potency Vitamin Enriched Daily Moisturizing Cream,LANCÔME,1,5
Moisturizer,1,1,1,1,1,3,3,Vine[activ] Overnight Detox Oil,CAUDALIE,1,5
Moisturizer,1,1,1,1,1,3,3,Extra-Firming Neck Anti-Wrinkle Rejuvenating Cream,CLARINS,2,5
Moisturizer,1,1,1,0,1,3,3,MOISTURE BOUND Rejuvenating Crème,AMOREPACIFIC,3,5
Moisturizer,0,0,0,0,0,3,3,Crème Ancienne® Soft Cream,FRESH,3,5
Moisturizer,1,1,1,1,1,3,3,BB Crème au Ginseng,ERBORIAN,1,5
Moisturizer,1,0,1,0,1,3,3,Black Label Detox BB Beauty Balm,DR. JART+,1,5
Moisturizer,0,0,0,0,0,3,3,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,ALGENIST,1,5
Moisturizer,1,1,1,1,1,3,3,Renewed Hope in A Jar Overnight Recharging & Refining Moisturizer,PHILOSOPHY,1,5
Moisturizer,1,1,1,1,1,3,3,Argan Cleansing Oil,JOSIE MARAN,1,5
Moisturizer,0,0,0,0,0,3,3,Anti-Aging Moisturizer SPF 30 PA+++,MURAD,1,5
Moisturizer,0,0,0,0,0,3,3,Moisture Surge Overnight Mask,CLINIQUE,1,5
Moisturizer,1,1,1,1,1,3,3,Ultra Facial Moisturizer,KIEHL'S SINCE 1851,1,4
Moisturizer,1,1,1,0,1,3,3,Honey Savior All-in-One Skin Repair Salve with Echinacea GreenEnvy™ Honey,FARMACY,1,5
Moisturizer,1,1,1,0,0,3,3,Ultimate Miracle Worker Multi-Rejuvenating Cream SPF 30,PHILOSOPHY,2,4
Moisturizer,1,1,1,1,1,3,3,Treatment Toner,AMOREPACIFIC,1,5
Moisturizer,0,0,0,0,0,3,3,Take The Day Off Cleansing Oil,CLINIQUE,1,5
Moisturizer,1,1,1,1,1,3,3,Bio-Performance LiftDynamic Cream,SHISEIDO,3,4
Moisturizer,1,1,1,1,1,3,3,Vinosource Intense Moisture Rescue Cream,CAUDALIE,1,5
Moisturizer,0,0,0,0,0,3,3,Capture Totale Multi-Perfection Creme Refill,DIOR,3,5
Moisturizer,1,1,1,1,0,3,3,Wrinkle Warrior™ 2-in-1 Plumping Moisturizer + Serum,KATE SOMERVILLE,2,4
Moisturizer,1,1,1,1,1,3,3,Hyaluronic Marine Oil-Free Moisture Cushion,DR. DENNIS GROSS SKINCARE,2,5
Moisturizer,1,1,1,1,1,3,3,Advanced Night Repair Intensive Recovery Ampoules,ESTÉE LAUDER,3,5
Moisturizer,0,0,0,0,0,3,3,Smart Night Custom-Repair Moisturizer - Very Dry to Dry,CLINIQUE,2,5
Moisturizer,1,1,1,1,1,3,3,Nutrient-Charged Water Gel,MURAD,2,5
Moisturizer,1,1,1,1,1,3,3,Lingerie de Peau BB Cream,GUERLAIN,2,5
Moisturizer,0,0,0,0,0,3,3,Prime Time BB Tinted Primer Broad Spectrum SPF 30,BAREMINERALS,1,5
Moisturizer,1,1,1,0,1,3,3,MOISTURE BOUND Refreshing Hydra-Gel Oil-Free,AMOREPACIFIC,2,5
Moisturizer,0,0,1,0,1,3,3,Orchid Youth-Preserving Facial Oil,HERBIVORE,2,5
Moisturizer,0,0,0,0,0,3,3,Instant Moisturizer + Cream,SEPHORA COLLECTION,1,5
Moisturizer,0,1,1,0,1,3,3,Hydra-Essentiel Silky Cream - Normal to Dry Skin,CLARINS,1,5
Moisturizer,1,1,1,1,1,3,3,Revitalizing Supreme+ Global Anti-Aging Cell Power Creme SPF 15,ESTÉE LAUDER,2,4
Moisturizer,0,0,0,0,0,3,3,4-in-1 Setting Mist - Rainforest of the Sea™ Collection,TARTE,1,4
Moisturizer,1,0,1,1,1,3,3,Hello FAB Coconut Water Cream,FIRST AID BEAUTY,1,5
Moisturizer,1,1,1,1,0,3,3,Do Not Age with Dr. Brandt Moisturizing Neck Cream,DR. BRANDT SKINCARE,2,5
Moisturizer,1,1,1,0,0,3,3,Water Bank Dual Layer Face Oil,LANEIGE,1,5
Moisturizer,1,1,1,1,0,3,3,Ibuki Beauty Sleeping Mask,SHISEIDO,1,5
Moisturizer,0,0,0,0,0,3,3,Colored Clay CC Undereye Corrector,TARTE,1,5
Moisturizer,1,0,1,1,0,3,3,VOLCASMIC™ Matte Glow Moisturizer,GLAMGLOW,1,5
Moisturizer,1,1,1,1,1,3,3,Rénergie Lift Multi-Action Sunscreen Broad Spectrum SPF 15 For All Skin Types,LANCÔME,2,4
Moisturizer,1,1,1,1,1,3,3,Squalane + Antioxidant Cleansing Oil,BIOSSANCE,1,5
Moisturizer,0,0,0,0,0,3,3,Your Skin But Better CC+ Illumination Cream with SPF 50+,IT COSMETICS,1,4
Moisturizer,1,1,1,1,1,3,3,Plantscription™ Youth-Renewing Power Night Cream,ORIGINS,2,5
Moisturizer,1,1,1,1,1,3,3,Énergie de Vie The Smoothing & Plumping Water-Infused Cream,LANCÔME,2,5
